code_region;region;annee;code_indicateur;indicateur;code_type_uai;type_d_administration;code_sexe;sexe;code_type_pers;type_de_personnel;etat_des_donnees;valeur
23;Haute-Normandie;2001;pers;Effectifs de R&D;3;EPIC et assimiles;2;Femmes;2;Soutien a  la recherche;definitif;2.0
23;Haute-Normandie;2001;pers;Effectifs de R&D;4;Autres administrations;1;Hommes;2;Soutien a  la recherche;definitif;15.5
23;Haute-Normandie;2003;pers;Effectifs de R&D;2;EPST;1;Hommes;2;Soutien a  la recherche;definitif;40.52
23;Haute-Normandie;2004;pers;Effectifs de R&D;2;EPST;1;Hommes;2;Soutien a  la recherche;definitif;32.0
23;Haute-Normandie;2004;pers;Effectifs de R&D;2;EPST;2;Femmes;2;Soutien a  la recherche;definitif;25.97
23;Haute-Normandie;2009;dird;Depense interieure de R&D;2;EPST;;;;;definitif;13.72
23;Haute-Normandie;2012;pers;Effectifs de R&D;2;EPST;1;Hommes;1;Chercheurs;definitif;81.7
24;Centre;2001;pers;Effectifs de R&D;3;EPIC et assimiles;3;Non ventile;1;Chercheurs;definitif;3.7
24;Centre;2001;pers;Effectifs de R&D;4;Autres administrations;3;Non ventile;2;Soutien a  la recherche;definitif;20.1
24;Centre;2004;pers;Effectifs de R&D;4;Autres administrations;2;Femmes;2;Soutien a  la recherche;definitif;12.9
24;Centre;2008;pers;Effectifs de R&D;2;EPST;1;Hommes;2;Soutien a  la recherche;definitif;537.52
24;Centre;2008;pers;Effectifs de R&D;2;EPST;2;Femmes;2;Soutien a  la recherche;definitif;463.87
24;Centre;2009;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;2;Soutien a  la recherche;definitif;33.0
24;Centre;2010;pers;Effectifs de R&D;2;EPST;2;Femmes;2;Soutien a  la recherche;definitif;480.1
24;Centre;2011;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;2;Soutien a  la recherche;definitif;439.6
24;Centre;2012;pers;Effectifs de R&D;2;EPST;2;Femmes;2;Soutien a  la recherche;definitif;456.71
24;Centre;2012;pers;Effectifs de R&D;4;Autres administrations;1;Hommes;1;Chercheurs;definitif;3.3
24;Centre;2013;dird;Depense interieure de R&D;1;Enseignement superieur;;;;;semi-definitif;140.72
25;Basse-Normandie;2003;dird;Depense interieure de R&D;2;EPST;;;;;definitif;15.19
25;Basse-Normandie;2003;pers;Effectifs de R&D;3;EPIC et assimiles;3;Non ventile;1;Chercheurs;definitif;1.0
25;Basse-Normandie;2005;dird;Depense interieure de R&D;1;Enseignement superieur;;;;;definitif;72.6
25;Basse-Normandie;2006;dird;Depense interieure de R&D;2;EPST;;;;;definitif;15.73
25;Basse-Normandie;2006;pers;Effectifs de R&D;2;EPST;1;Hommes;1;Chercheurs;definitif;170.4
25;Basse-Normandie;2007;pers;Effectifs de R&D;4;Autres administrations;3;Non ventile;1;Chercheurs;definitif;12.66
25;Basse-Normandie;2009;dird;Depense interieure de R&D;1;Enseignement superieur;;;;;definitif;88.03
25;Basse-Normandie;2009;dird;Depense interieure de R&D;3;EPIC et assimiles;;;;;definitif;22.49
25;Basse-Normandie;2009;pers;Effectifs de R&D;2;EPST;2;Femmes;2;Soutien a  la recherche;definitif;143.94
42;Alsace;2008;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;1;Chercheurs;definitif;1276.2
42;Alsace;2009;dird;Depense interieure de R&D;2;EPST;;;;;definitif;195.55
42;Alsace;2009;dird;Depense interieure de R&D;3;EPIC et assimiles;;;;;definitif;1.57
42;Alsace;2010;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;2;Soutien a  la recherche;definitif;804.78
42;Alsace;2010;pers;Effectifs de R&D;4;Autres administrations;2;Femmes;2;Soutien a  la recherche;definitif;56.96
42;Alsace;2011;pers;Effectifs de R&D;1;Enseignement superieur;1;Hommes;1;Chercheurs;definitif;15.6
42;Alsace;2011;pers;Effectifs de R&D;2;EPST;1;Hommes;1;Chercheurs;definitif;729.24
42;Alsace;2011;pers;Effectifs de R&D;4;Autres administrations;2;Femmes;2;Soutien a  la recherche;definitif;63.47
42;Alsace;2013;pers;Effectifs de R&D;4;Autres administrations;1;Hommes;1;Chercheurs;semi-definitif;186.67
42;Alsace;2013;pers;Effectifs de R&D;4;Autres administrations;2;Femmes;1;Chercheurs;semi-definitif;36.18
43;Franche-Comte;2001;dird;Depense interieure de R&D;2;EPST;;;;;definitif;7.83
43;Franche-Comte;2001;pers;Effectifs de R&D;3;EPIC et assimiles;2;Femmes;1;Chercheurs;definitif;1.0
43;Franche-Comte;2003;pers;Effectifs de R&D;4;Autres administrations;1;Hommes;2;Soutien a  la recherche;definitif;8.0
43;Franche-Comte;2006;dird;Depense interieure de R&D;2;EPST;;;;;definitif;10.38
43;Franche-Comte;2006;pers;Effectifs de R&D;2;EPST;1;Hommes;2;Soutien a  la recherche;definitif;43.5
43;Franche-Comte;2007;pers;Effectifs de R&D;2;EPST;1;Hommes;2;Soutien a  la recherche;definitif;42.49
43;Franche-Comte;2011;pers;Effectifs de R&D;2;EPST;1;Hommes;2;Soutien a  la recherche;definitif;51.13
43;Franche-Comte;2012;pers;Effectifs de R&D;2;EPST;1;Hommes;2;Soutien a  la recherche;definitif;47.0
43;Franche-Comte;2013;dird;Depense interieure de R&D;1;Enseignement superieur;;;;;semi-definitif;97.15
43;Franche-Comte;2013;pers;Effectifs de R&D;3;EPIC et assimiles;2;Femmes;1;Chercheurs;semi-definitif;1.0
52;Pays de la Loire;2001;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;1;Chercheurs;definitif;1738.8
52;Pays de la Loire;2001;pers;Effectifs de R&D;4;Autres administrations;2;Femmes;1;Chercheurs;definitif;2.0
52;Pays de la Loire;2002;pers;Effectifs de R&D;4;Autres administrations;2;Femmes;2;Soutien a  la recherche;definitif;12.1
52;Pays de la Loire;2002;pers;Effectifs de R&D;4;Autres administrations;3;Non ventile;2;Soutien a  la recherche;definitif;36.32
52;Pays de la Loire;2004;pers;Effectifs de R&D;2;EPST;1;Hommes;1;Chercheurs;definitif;378.41
52;Pays de la Loire;2005;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;2;Soutien a  la recherche;definitif;59.66
52;Pays de la Loire;2005;pers;Effectifs de R&D;4;Autres administrations;3;Non ventile;1;Chercheurs;definitif;37.31
52;Pays de la Loire;2008;pers;Effectifs de R&D;1;Enseignement superieur;1;Hommes;2;Soutien a  la recherche;definitif;43.2
52;Pays de la Loire;2008;pers;Effectifs de R&D;2;EPST;1;Hommes;1;Chercheurs;definitif;449.59
52;Pays de la Loire;2010;pers;Effectifs de R&D;1;Enseignement superieur;1;Hommes;2;Soutien a  la recherche;definitif;52.45
52;Pays de la Loire;2011;pers;Effectifs de R&D;1;Enseignement superieur;2;Femmes;1;Chercheurs;definitif;95.33
52;Pays de la Loire;2011;pers;Effectifs de R&D;2;EPST;2;Femmes;1;Chercheurs;definitif;238.06
52;Pays de la Loire;2012;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;2;Soutien a  la recherche;definitif;866.21
53;Bretagne;2003;pers;Effectifs de R&D;3;EPIC et assimiles;2;Femmes;2;Soutien a  la recherche;definitif;140.86
53;Bretagne;2004;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;1;Chercheurs;definitif;2034.03
53;Bretagne;2006;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;1;Chercheurs;definitif;1627.82
53;Bretagne;2006;pers;Effectifs de R&D;3;EPIC et assimiles;2;Femmes;1;Chercheurs;definitif;118.3
53;Bretagne;2006;pers;Effectifs de R&D;4;Autres administrations;3;Non ventile;1;Chercheurs;definitif;44.02
53;Bretagne;2007;pers;Effectifs de R&D;2;EPST;1;Hommes;2;Soutien a  la recherche;definitif;480.76
53;Bretagne;2008;pers;Effectifs de R&D;3;EPIC et assimiles;3;Non ventile;2;Soutien a  la recherche;definitif;1.5
53;Bretagne;2009;dird;Depense interieure de R&D;4;Autres administrations;;;;;definitif;17.39
53;Bretagne;2010;dird;Depense interieure de R&D;3;EPIC et assimiles;;;;;definitif;113.6
53;Bretagne;2010;pers;Effectifs de R&D;1;Enseignement superieur;2;Femmes;1;Chercheurs;definitif;79.11
53;Bretagne;2010;pers;Effectifs de R&D;2;EPST;1;Hommes;2;Soutien a  la recherche;definitif;587.0
53;Bretagne;2010;pers;Effectifs de R&D;2;EPST;2;Femmes;1;Chercheurs;definitif;343.9
53;Bretagne;2011;dird;Depense interieure de R&D;1;Enseignement superieur;;;;;definitif;308.44
53;Bretagne;2011;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;1;Chercheurs;definitif;2185.74
53;Bretagne;2013;dird;Depense interieure de R&D;4;Autres administrations;;;;;semi-definitif;11.16
53;Bretagne;2013;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;2;Soutien a  la recherche;semi-definitif;1060.26
53;Bretagne;2013;pers;Effectifs de R&D;4;Autres administrations;2;Femmes;2;Soutien a  la recherche;semi-definitif;28.82
54;Poitou-Charentes;2001;pers;Effectifs de R&D;2;EPST;2;Femmes;2;Soutien a  la recherche;definitif;140.1
54;Poitou-Charentes;2003;pers;Effectifs de R&D;2;EPST;1;Hommes;1;Chercheurs;definitif;196.9
54;Poitou-Charentes;2003;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;1;Chercheurs;definitif;41.5
54;Poitou-Charentes;2005;pers;Effectifs de R&D;3;EPIC et assimiles;3;Non ventile;2;Soutien a  la recherche;definitif;0.9500000000000001
54;Poitou-Charentes;2008;pers;Effectifs de R&D;1;Enseignement superieur;2;Femmes;1;Chercheurs;definitif;61.0
54;Poitou-Charentes;2008;pers;Effectifs de R&D;3;EPIC et assimiles;3;Non ventile;2;Soutien a  la recherche;definitif;0.9500000000000001
54;Poitou-Charentes;2009;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;1;Chercheurs;definitif;29.91
54;Poitou-Charentes;2013;pers;Effectifs de R&D;2;EPST;1;Hommes;2;Soutien a  la recherche;semi-definitif;218.12
72;Aquitaine;2001;pers;Effectifs de R&D;3;EPIC et assimiles;2;Femmes;1;Chercheurs;definitif;16.0
72;Aquitaine;2003;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;2;Soutien a  la recherche;definitif;795.18
72;Aquitaine;2005;pers;Effectifs de R&D;1;Enseignement superieur;2;Femmes;2;Soutien a  la recherche;definitif;0.9
72;Aquitaine;2005;pers;Effectifs de R&D;2;EPST;1;Hommes;1;Chercheurs;definitif;712.84
72;Aquitaine;2006;pers;Effectifs de R&D;2;EPST;2;Femmes;1;Chercheurs;definitif;350.35
72;Aquitaine;2009;dird;Depense interieure de R&D;4;Autres administrations;;;;;definitif;1.94
72;Aquitaine;2012;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;1;Chercheurs;definitif;14.7
22;Picardie;2001;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;1;Chercheurs;definitif;623.8
22;Picardie;2002;pers;Effectifs de R&D;4;Autres administrations;2;Femmes;2;Soutien a  la recherche;definitif;2.6
22;Picardie;2007;pers;Effectifs de R&D;2;EPST;1;Hommes;2;Soutien a  la recherche;definitif;57.8
23;Haute-Normandie;2002;dird;Depense interieure de R&D;2;EPST;;;;;definitif;12.29
23;Haute-Normandie;2006;dird;Depense interieure de R&D;1;Enseignement superieur;;;;;definitif;75.91
23;Haute-Normandie;2010;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;1;Chercheurs;definitif;875.61
23;Haute-Normandie;2010;pers;Effectifs de R&D;2;EPST;2;Femmes;2;Soutien a  la recherche;definitif;35.8
24;Centre;2004;pers;Effectifs de R&D;2;EPST;2;Femmes;1;Chercheurs;definitif;230.63
24;Centre;2004;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;1;Chercheurs;definitif;176.8
24;Centre;2005;pers;Effectifs de R&D;3;EPIC et assimiles;3;Non ventile;1;Chercheurs;definitif;2.0
54;Poitou-Charentes;2006;pers;Effectifs de R&D;2;EPST;2;Femmes;2;Soutien a  la recherche;definitif;161.5
54;Poitou-Charentes;2011;pers;Effectifs de R&D;2;EPST;2;Femmes;2;Soutien a  la recherche;definitif;165.54
72;Aquitaine;2010;pers;Effectifs de R&D;1;Enseignement superieur;1;Hommes;2;Soutien a  la recherche;definitif;0.27
72;Aquitaine;2010;pers;Effectifs de R&D;4;Autres administrations;1;Hommes;1;Chercheurs;definitif;0.8
73;Midi-Pyrenees;2001;pers;Effectifs de R&D;2;EPST;1;Hommes;2;Soutien a  la recherche;definitif;515.8
73;Midi-Pyrenees;2001;pers;Effectifs de R&D;4;Autres administrations;2;Femmes;1;Chercheurs;definitif;31.0
73;Midi-Pyrenees;2001;pers;Effectifs de R&D;4;Autres administrations;2;Femmes;2;Soutien a  la recherche;definitif;25.8
73;Midi-Pyrenees;2002;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;2;Soutien a  la recherche;definitif;1004.88
73;Midi-Pyrenees;2002;pers;Effectifs de R&D;3;EPIC et assimiles;2;Femmes;1;Chercheurs;definitif;325.6
21;Champagne-Ardenne;2010;pers;Effectifs de R&D;2;EPST;1;Hommes;1;Chercheurs;definitif;35.0
22;Picardie;2003;dird;Depense interieure de R&D;4;Autres administrations;;;;;definitif;1.21
22;Picardie;2005;pers;Effectifs de R&D;3;EPIC et assimiles;3;Non ventile;2;Soutien a  la recherche;definitif;0.9500000000000001
22;Picardie;2011;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;1;Chercheurs;definitif;736.15
23;Haute-Normandie;2001;dird;Depense interieure de R&D;1;Enseignement superieur;;;;;definitif;73.9
93;Provence-Alpes-Cote d'Azur;2010;pers;Effectifs de R&D;4;Autres administrations;1;Hommes;2;Soutien a  la recherche;definitif;15.2
93;Provence-Alpes-Cote d'Azur;2011;dird;Depense interieure de R&D;2;EPST;;;;;definitif;416.65
93;Provence-Alpes-Cote d'Azur;2011;pers;Effectifs de R&D;1;Enseignement superieur;1;Hommes;1;Chercheurs;definitif;153.87
93;Provence-Alpes-Cote d'Azur;2011;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;2;Soutien a  la recherche;definitif;1487.13
93;Provence-Alpes-Cote d'Azur;2012;dird;Depense interieure de R&D;3;EPIC et assimiles;;;;;definitif;565.42
94;Corse;2002;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;1;Chercheurs;definitif;87.9
94;Corse;2002;pers;Effectifs de R&D;2;EPST;2;Femmes;2;Soutien a  la recherche;definitif;25.4
94;Corse;2003;pers;Effectifs de R&D;3;EPIC et assimiles;3;Non ventile;2;Soutien a  la recherche;definitif;0.5
94;Corse;2009;pers;Effectifs de R&D;2;EPST;2;Femmes;1;Chercheurs;definitif;7.0
94;Corse;2010;pers;Effectifs de R&D;2;EPST;2;Femmes;2;Soutien a  la recherche;definitif;28.1
98;Non ventile;2007;pers;Effectifs de R&D;4;Autres administrations;2;Femmes;2;Soutien a  la recherche;definitif;761.0
98;Non ventile;2012;pers;Effectifs de R&D;4;Autres administrations;1;Hommes;1;Chercheurs;definitif;1296.8
26;Bourgogne;2008;dird;Depense interieure de R&D;1;Enseignement superieur;;;;;definitif;86.3
26;Bourgogne;2008;dird;Depense interieure de R&D;4;Autres administrations;;;;;definitif;2.68
26;Bourgogne;2008;pers;Effectifs de R&D;2;EPST;1;Hommes;1;Chercheurs;definitif;170.0
73;Midi-Pyrenees;2009;pers;Effectifs de R&D;4;Autres administrations;2;Femmes;2;Soutien a  la recherche;definitif;18.2
26;Bourgogne;2010;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;2;Soutien a  la recherche;definitif;354.64
26;Bourgogne;2011;pers;Effectifs de R&D;2;EPST;1;Hommes;2;Soutien a  la recherche;definitif;157.2
73;Midi-Pyrenees;2011;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;2;Soutien a  la recherche;definitif;1120.9
26;Bourgogne;2013;dird;Depense interieure de R&D;2;EPST;;;;;semi-definitif;43.37
31;Nord-Pas-de-Calais;2002;dird;Depense interieure de R&D;4;Autres administrations;;;;;definitif;2.98
74;Limousin;2001;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;1;Chercheurs;definitif;410.5
31;Nord-Pas-de-Calais;2003;pers;Effectifs de R&D;3;EPIC et assimiles;3;Non ventile;2;Soutien a  la recherche;definitif;0.9500000000000001
74;Limousin;2005;dird;Depense interieure de R&D;4;Autres administrations;;;;;definitif;0.49
31;Nord-Pas-de-Calais;2004;pers;Effectifs de R&D;2;EPST;1;Hommes;2;Soutien a  la recherche;definitif;213.84
74;Limousin;2008;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;1;Chercheurs;definitif;4.0
31;Nord-Pas-de-Calais;2006;pers;Effectifs de R&D;3;EPIC et assimiles;2;Femmes;1;Chercheurs;definitif;13.62
82;Rhone-Alpes;2003;dird;Depense interieure de R&D;3;EPIC et assimiles;;;;;definitif;301.37
82;Rhone-Alpes;2003;pers;Effectifs de R&D;1;Enseignement superieur;1;Hommes;1;Chercheurs;definitif;160.1
82;Rhone-Alpes;2003;pers;Effectifs de R&D;4;Autres administrations;1;Hommes;2;Soutien a  la recherche;definitif;78.4
82;Rhone-Alpes;2004;pers;Effectifs de R&D;4;Autres administrations;2;Femmes;2;Soutien a  la recherche;definitif;140.71
82;Rhone-Alpes;2005;pers;Effectifs de R&D;2;EPST;1;Hommes;1;Chercheurs;definitif;2125.11
82;Rhone-Alpes;2005;pers;Effectifs de R&D;4;Autres administrations;1;Hommes;1;Chercheurs;definitif;47.8
82;Rhone-Alpes;2006;pers;Effectifs de R&D;4;Autres administrations;1;Hommes;2;Soutien a  la recherche;definitif;91.3
82;Rhone-Alpes;2007;dird;Depense interieure de R&D;3;EPIC et assimiles;;;;;definitif;420.15
41;Lorraine;2012;pers;Effectifs de R&D;2;EPST;2;Femmes;2;Soutien a  la recherche;definitif;442.36
42;Alsace;2002;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;1;Chercheurs;definitif;5.0
42;Alsace;2003;dird;Depense interieure de R&D;4;Autres administrations;;;;;definitif;2.06
82;Rhone-Alpes;2013;pers;Effectifs de R&D;2;EPST;1;Hommes;1;Chercheurs;semi-definitif;2415.83
7;Regions d'outre-mer;2013;pers;Effectifs de R&D;4;Autres administrations;2;Femmes;1;Chercheurs;semi-definitif;5.25
83;Auvergne;2003;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;1;Chercheurs;definitif;2.0
83;Auvergne;2004;dird;Depense interieure de R&D;3;EPIC et assimiles;;;;;definitif;0.42
11;Ile-de-France;2003;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;1;Chercheurs;definitif;4113.98
83;Auvergne;2005;pers;Effectifs de R&D;3;EPIC et assimiles;3;Non ventile;1;Chercheurs;definitif;2.0
11;Ile-de-France;2005;pers;Effectifs de R&D;3;EPIC et assimiles;3;Non ventile;1;Chercheurs;definitif;15.0
91;Languedoc-Roussillon;2004;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;2;Soutien a  la recherche;definitif;593.26
11;Ile-de-France;2012;dird;Depense interieure de R&D;2;EPST;;;;;definitif;2191.69
91;Languedoc-Roussillon;2005;pers;Effectifs de R&D;4;Autres administrations;2;Femmes;2;Soutien a  la recherche;definitif;6.3
21;Champagne-Ardenne;2001;dird;Depense interieure de R&D;4;Autres administrations;;;;;definitif;0.43
91;Languedoc-Roussillon;2007;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;1;Chercheurs;definitif;967.31
21;Champagne-Ardenne;2013;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;1;Chercheurs;semi-definitif;708.17
91;Languedoc-Roussillon;2011;pers;Effectifs de R&D;1;Enseignement superieur;2;Femmes;1;Chercheurs;definitif;31.42
22;Picardie;2002;pers;Effectifs de R&D;2;EPST;1;Hommes;2;Soutien a  la recherche;definitif;87.8
93;Provence-Alpes-Cote d'Azur;2002;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;1;Chercheurs;definitif;1135.71
22;Picardie;2004;dird;Depense interieure de R&D;1;Enseignement superieur;;;;;definitif;57.3
93;Provence-Alpes-Cote d'Azur;2003;pers;Effectifs de R&D;3;EPIC et assimiles;2;Femmes;2;Soutien a  la recherche;definitif;411.05
22;Picardie;2006;pers;Effectifs de R&D;4;Autres administrations;1;Hommes;2;Soutien a  la recherche;definitif;4.0
22;Picardie;2007;pers;Effectifs de R&D;3;EPIC et assimiles;3;Non ventile;2;Soutien a  la recherche;definitif;0.9500000000000001
93;Provence-Alpes-Cote d'Azur;2007;pers;Effectifs de R&D;4;Autres administrations;1;Hommes;1;Chercheurs;definitif;35.42
22;Picardie;2010;dird;Depense interieure de R&D;4;Autres administrations;;;;;definitif;0.01
93;Provence-Alpes-Cote d'Azur;2008;pers;Effectifs de R&D;2;EPST;1;Hommes;1;Chercheurs;definitif;1824.81
23;Haute-Normandie;2001;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;2;Soutien a  la recherche;definitif;5.0
23;Haute-Normandie;2002;dird;Depense interieure de R&D;3;EPIC et assimiles;;;;;definitif;0.45
93;Provence-Alpes-Cote d'Azur;2009;pers;Effectifs de R&D;1;Enseignement superieur;1;Hommes;1;Chercheurs;definitif;62.8
52;Pays de la Loire;2009;pers;Effectifs de R&D;1;Enseignement superieur;2;Femmes;1;Chercheurs;definitif;74.2
52;Pays de la Loire;2011;dird;Depense interieure de R&D;3;EPIC et assimiles;;;;;definitif;30.95
52;Pays de la Loire;2011;pers;Effectifs de R&D;1;Enseignement superieur;2;Femmes;2;Soutien a  la recherche;definitif;112.13
53;Bretagne;2002;pers;Effectifs de R&D;3;EPIC et assimiles;2;Femmes;2;Soutien a  la recherche;definitif;150.8
53;Bretagne;2003;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;1;Chercheurs;definitif;279.76
53;Bretagne;2003;pers;Effectifs de R&D;4;Autres administrations;2;Femmes;2;Soutien a  la recherche;definitif;49.7
53;Bretagne;2005;pers;Effectifs de R&D;1;Enseignement superieur;1;Hommes;1;Chercheurs;definitif;7.6
53;Bretagne;2005;pers;Effectifs de R&D;4;Autres administrations;3;Non ventile;1;Chercheurs;definitif;57.94
53;Bretagne;2006;dird;Depense interieure de R&D;1;Enseignement superieur;;;;;definitif;208.38
53;Bretagne;2006;pers;Effectifs de R&D;4;Autres administrations;2;Femmes;1;Chercheurs;definitif;36.4
53;Bretagne;2007;pers;Effectifs de R&D;4;Autres administrations;1;Hommes;1;Chercheurs;definitif;38.74
53;Bretagne;2007;pers;Effectifs de R&D;4;Autres administrations;2;Femmes;1;Chercheurs;definitif;37.39
53;Bretagne;2010;dird;Depense interieure de R&D;4;Autres administrations;;;;;definitif;4.35
53;Bretagne;2010;pers;Effectifs de R&D;2;EPST;2;Femmes;2;Soutien a  la recherche;definitif;666.8
54;Poitou-Charentes;2005;pers;Effectifs de R&D;2;EPST;1;Hommes;1;Chercheurs;definitif;190.69
54;Poitou-Charentes;2006;pers;Effectifs de R&D;3;EPIC et assimiles;3;Non ventile;1;Chercheurs;definitif;2.0
54;Poitou-Charentes;2007;pers;Effectifs de R&D;4;Autres administrations;1;Hommes;1;Chercheurs;definitif;1.0
54;Poitou-Charentes;2011;pers;Effectifs de R&D;2;EPST;2;Femmes;1;Chercheurs;definitif;62.13
54;Poitou-Charentes;2011;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;1;Chercheurs;definitif;27.38
72;Aquitaine;2002;pers;Effectifs de R&D;3;EPIC et assimiles;3;Non ventile;2;Soutien a  la recherche;definitif;2.39
72;Aquitaine;2003;dird;Depense interieure de R&D;2;EPST;;;;;definitif;125.3
72;Aquitaine;2003;pers;Effectifs de R&D;2;EPST;2;Femmes;2;Soutien a  la recherche;definitif;521.09
72;Aquitaine;2003;pers;Effectifs de R&D;3;EPIC et assimiles;2;Femmes;2;Soutien a  la recherche;definitif;6.75
72;Aquitaine;2007;pers;Effectifs de R&D;2;EPST;2;Femmes;2;Soutien a  la recherche;definitif;607.26
72;Aquitaine;2008;dird;Depense interieure de R&D;2;EPST;;;;;definitif;160.98
72;Aquitaine;2008;pers;Effectifs de R&D;1;Enseignement superieur;1;Hommes;1;Chercheurs;definitif;271.0
72;Aquitaine;2008;pers;Effectifs de R&D;4;Autres administrations;1;Hommes;2;Soutien a  la recherche;definitif;16.87
73;Midi-Pyrenees;2002;pers;Effectifs de R&D;2;EPST;1;Hommes;1;Chercheurs;definitif;957.3
73;Midi-Pyrenees;2003;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;2;Soutien a  la recherche;definitif;1021.76
91;Languedoc-Roussillon;2006;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;1;Chercheurs;definitif;936.62
91;Languedoc-Roussillon;2007;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;1;Chercheurs;definitif;1414.4
91;Languedoc-Roussillon;2008;pers;Effectifs de R&D;3;EPIC et assimiles;1;Hommes;2;Soutien a  la recherche;definitif;764.8
91;Languedoc-Roussillon;2008;pers;Effectifs de R&D;4;Autres administrations;1;Hommes;2;Soutien a  la recherche;definitif;14.32
91;Languedoc-Roussillon;2008;pers;Effectifs de R&D;4;Autres administrations;2;Femmes;2;Soutien a  la recherche;definitif;5.5
91;Languedoc-Roussillon;2011;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;1;Chercheurs;definitif;1851.67
91;Languedoc-Roussillon;2011;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;2;Soutien a  la recherche;definitif;807.96
91;Languedoc-Roussillon;2013;pers;Effectifs de R&D;1;Enseignement superieur;1;Hommes;2;Soutien a  la recherche;semi-definitif;33.34
91;Languedoc-Roussillon;2013;pers;Effectifs de R&D;1;Enseignement superieur;2;Femmes;1;Chercheurs;semi-definitif;79.73
93;Provence-Alpes-Cote d'Azur;2001;dird;Depense interieure de R&D;3;EPIC et assimiles;;;;;definitif;314.1
93;Provence-Alpes-Cote d'Azur;2001;pers;Effectifs de R&D;1;Enseignement superieur;1;Hommes;2;Soutien a  la recherche;definitif;6.0
93;Provence-Alpes-Cote d'Azur;2001;pers;Effectifs de R&D;3;EPIC et assimiles;2;Femmes;1;Chercheurs;definitif;349.0
93;Provence-Alpes-Cote d'Azur;2002;pers;Effectifs de R&D;4;Autres administrations;2;Femmes;1;Chercheurs;definitif;8.8
93;Provence-Alpes-Cote d'Azur;2003;dird;Depense interieure de R&D;2;EPST;;;;;definitif;266.45
93;Provence-Alpes-Cote d'Azur;2005;pers;Effectifs de R&D;1;Enseignement superieur;3;Non ventile;2;Soutien a  la recherche;definitif;1296.83
93;Provence-Alpes-Cote d'Azur;2006;dird;Depense interieure de R&D;2;EPST;;;;;definitif;279.71
93;Provence-Alpes-Cote d'Azur;2006;pers;Effectifs de R&D;4;Autres administrations;2;Femmes;1;Chercheurs;definitif;19.8
93;Provence-Alpes-Cote d'Azur;2007;pers;Effectifs de R&D;4;Autres administrations;3;Non ventile;1;Chercheurs;definitif;95.52
93;Provence-Alpes-Cote d'Azur;2010;pers;Effectifs de R&D;1;Enseignement superieur;1;Hommes;1;Chercheurs;definitif;92.3
93;Provence-Alpes-Cote d'Azur;2010;pers;Effectifs de R&D;1;Enseignement superieur;2;Femmes;2;Soutien a  la recherche;definitif;12.66
93;Provence-Alpes-Cote d'Azur;2010;pers;Effectifs de R&D;2;EPST;1;Hommes;2;Soutien a  la recherche;definitif;1151.71
93;Provence-Alpes-Cote d'Azur;2011;pers;Effectifs de R&D;1;Enseignement superieur;2;Femmes;1;Chercheurs;definitif;57.23
